TF	EntrezID	Complex_Name	PubMedID	Proteins	V2	V2	V2	V2	V2	SYMBOL	GENE_ID_Check
SREBF1	6720	SEC23-SEC24-SCAP-SREBP1c complex	21836065	SREBF1	346	172	362	496	256	SREBF1	ENSG00000072310
SREBF1	6720	SEC23-SEC24-SCAP-SREBP1c complex	21836065	SCAP	1248	441	800	1216	245	SCAP	ENSG00000114650
SREBF1	6720	SEC23-SEC24-SCAP-SREBP1c complex	21836065	SEC23A	1019	204	241	345	158	SEC23A	ENSG00000100934
SREBF1	6720	SREBP-1a-PKM2 complex	29514980	PKM	7638	3637	5694	11246	1020	PKM	ENSG00000067225
SREBF1	6720	SREBP-1a-PKM2 complex	29514980	SREBF1	346	172	362	496	256	SREBF1	ENSG00000072310
RARA	5914	CBP-RARA-RXRA-DNA complex, ligand stimulated	8616895	RARA	332	51	143	465	24	RARA	ENSG00000131759
RARA	5914	CBP-RARA-RXRA-DNA complex, ligand stimulated	8616895	RXRA	1631	192	576	452	217	RXRA	ENSG00000186350
RARA	5914	CBP-RARA-RXRA-DNA complex, ligand stimulated	8616895	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
STAT3	6774	IL6ST-PRKCD-STAT3 complex	12361954	IL6ST	820	490	1342	824	364	IL6ST	ENSG00000134352
STAT3	6774	IL6ST-PRKCD-STAT3 complex	12361954	STAT3	585	2496	5365	9738	1024	STAT3	ENSG00000168610
STAT3	6774	IL6ST-PRKCD-STAT3 complex	12361954	PRKCD	440	88	235	632	73	PRKCD	ENSG00000163932
STAT3	6774	p300-SMAD1-STAT3 complex	10205054	STAT3	585	2496	5365	9738	1024	STAT3	ENSG00000168610
STAT3	6774	p300-SMAD1-STAT3 complex	10205054	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
STAT3	6774	p300-SMAD1-STAT3 complex	10205054	SMAD1	54	135	134	296	63	SMAD1	ENSG00000170365
STAT3	6774	STAT3 homodimer complex	15653507	STAT3	585	2496	5365	9738	1024	STAT3	ENSG00000168610
STAT3	6774	NFKB1-STAT3 complex	12057007	NFKB1	258	109	166	419	81	NFKB1	ENSG00000109320
STAT3	6774	NFKB1-STAT3 complex	12057007	STAT3	585	2496	5365	9738	1024	STAT3	ENSG00000168610
STAT3	6774	RELA-STAT3 complex	12057007	STAT3	585	2496	5365	9738	1024	STAT3	ENSG00000168610
STAT3	6774	RELA-STAT3 complex	12057007	RELA	344	309	263	493	116	RELA	ENSG00000173039
MLX	6945	No complex	No complex	MLX	323	94	163	438	43	MLX	ENSG00000108788
ETV4	2118	No complex	No complex	ETV4	940	43	20	374	89	ETV4	ENSG00000175832
SP2	6668	No complex	No complex	SP2	205	149	107	177	48	SP2	ENSG00000167182
VEZF1	7716	No complex	No complex	VEZF1	508	358	634	1542	241	VEZF1	ENSG00000136451
ZNF24	7572	No complex	No complex	ZNF24	841	454	626	673	151	ZNF24	ENSG00000172466
SMAD4	4089	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	RBL1	290	90	118	129	76	RBL1	ENSG00000080839
SMAD4	4089	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	TFDP1	1141	147	148	427	98	TFDP1	ENSG00000198176
SMAD4	4089	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	E2F5	125	66	125	209	52	E2F5	ENSG00000133740
SMAD4	4089	SMAD3/4-E2F4/5-p107-DP1 complex	12150994	E2F4	423	326	201	509	114	E2F4	ENSG00000205250
SMAD4	4089	SMAD3-SMAD4-cJun-cFos complex	9732876	FOS	2007	4353	277	5926	523	FOS	ENSG00000170345
SMAD4	4089	SMAD3-SMAD4-cJun-cFos complex	9732876	JUN	1761	3209	904	1486	222	JUN	ENSG00000177606
SMAD4	4089	SMAD3-SMAD4-cJun-cFos complex	9732876	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SMAD3-SMAD4-cJun-cFos complex	9732876	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	Ectodermin-SMAD4 complex	15820681	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	Ectodermin-SMAD4 complex	15820681	TRIM33	1213	1464	1039	1058	346	TRIM33	ENSG00000197323
SMAD4	4089	SMAD3-SMAD4-CTCF protein-DNA complex	12099698	CTCF	618	455	474	726	173	CTCF	ENSG00000102974
SMAD4	4089	SMAD3-SMAD4-CTCF protein-DNA complex	12099698	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SMAD3-SMAD4-CTCF protein-DNA complex	12099698	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD3-SMAD4-SP1 complex	11432852	SP1	1385	851	1361	1861	415	SP1	ENSG00000185591
SMAD4	4089	SMAD3-SMAD4-SP1 complex	11432852	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SMAD3-SMAD4-SP1 complex	11432852	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD3-SMAD4-cJUN complex	10220381	JUN	1761	3209	904	1486	222	JUN	ENSG00000177606
SMAD4	4089	SMAD3-SMAD4-cJUN complex	10220381	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SMAD3-SMAD4-cJUN complex	10220381	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	JUND-FOSB-SMAD3-SMAD4 complex	10942775	JUND	2988	735	1598	1624	189	JUND	ENSG00000130522
SMAD4	4089	JUND-FOSB-SMAD3-SMAD4 complex	10942775	FOSB	2006	3894	3	941	112	FOSB	ENSG00000125740
SMAD4	4089	JUND-FOSB-SMAD3-SMAD4 complex	10942775	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	JUND-FOSB-SMAD3-SMAD4 complex	10942775	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	RSmad complex	16751102	SMARCA4	1707	1914	3416	3403	1090	SMARCA4	ENSG00000127616
SMAD4	4089	RSmad complex	16751102	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	RSmad complex	16751102	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	RSmad complex	16751102	SMAD2	1182	1109	1378	1235	353	SMAD2	ENSG00000175387
SMAD4	4089	RSmad complex	16751102	ARID1B	775	1116	1236	1556	660	ARID1B	ENSG00000049618
SMAD4	4089	RSmad complex	16751102	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
SMAD4	4089	RSmad complex	16751102	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
SMAD4	4089	RSmad complex	16751102	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
SMAD4	4089	RSmad complex	16751102	TRIM33	1213	1464	1039	1058	346	TRIM33	ENSG00000197323
SMAD4	4089	RSmad complex	16751102	NCOA3	1254	1020	1400	1244	422	NCOA3	ENSG00000124151
SMAD4	4089	SMAD4-SMAD2-SMAD3 complex	16751102	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SMAD4-SMAD2-SMAD3 complex	16751102	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD4-SMAD2-SMAD3 complex	16751102	SMAD2	1182	1109	1378	1235	353	SMAD2	ENSG00000175387
SMAD4	4089	SMAD4-SNO-SKI complex	10485843	SKI	261	310	286	460	135	SKI	ENSG00000157933
SMAD4	4089	SMAD4-SNO-SKI complex	10485843	SKIL	3187	1312	2689	3036	753	SKIL	ENSG00000136603
SMAD4	4089	SMAD4-SNO-SKI complex	10485843	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD4-SKI complex	10485843	SKI	261	310	286	460	135	SKI	ENSG00000157933
SMAD4	4089	SMAD4-SKI complex	10485843	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD4-SKI-NCOR complex	10485843	NCOR1	2859	1630	1530	2710	1413	NCOR1	ENSG00000141027
SMAD4	4089	SMAD4-SKI-NCOR complex	10485843	SKI	261	310	286	460	135	SKI	ENSG00000157933
SMAD4	4089	SMAD4-SKI-NCOR complex	10485843	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SKI-SMAD2-SMAD4  pentameric complex	17283070	SKI	261	310	286	460	135	SKI	ENSG00000157933
SMAD4	4089	SKI-SMAD2-SMAD4  pentameric complex	17283070	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SKI-SMAD2-SMAD4  pentameric complex	17283070	SMAD2	1182	1109	1378	1235	353	SMAD2	ENSG00000175387
SMAD4	4089	SKI-SMAD3-SMAD4 complex	17283070	SKI	261	310	286	460	135	SKI	ENSG00000157933
SMAD4	4089	SKI-SMAD3-SMAD4 complex	17283070	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SKI-SMAD3-SMAD4 complex	17283070	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	CREBBP-SMAD2-SMAD4 pentameric complex	17283070	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	CREBBP-SMAD2-SMAD4 pentameric complex	17283070	SMAD2	1182	1109	1378	1235	353	SMAD2	ENSG00000175387
SMAD4	4089	CREBBP-SMAD2-SMAD4 pentameric complex	17283070	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
SMAD4	4089	CREBBP-SMAD3-SMAD4 pentameric complex	17283070	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	CREBBP-SMAD3-SMAD4 pentameric complex	17283070	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	CREBBP-SMAD3-SMAD4 pentameric complex	17283070	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
SMAD4	4089	SMAD2-SMAD4-WWTR1 complex	18568018	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD2-SMAD4-WWTR1 complex	18568018	SMAD2	1182	1109	1378	1235	353	SMAD2	ENSG00000175387
SMAD4	4089	SMAD2-SMAD4-WWTR1 complex	18568018	WWTR1	357	530	2892	1598	1462	WWTR1	ENSG00000018408
SMAD4	4089	SMAD3-SMAD4-WWTR1 complex	18568018	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SMAD4	4089	SMAD3-SMAD4-WWTR1 complex	18568018	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
SMAD4	4089	SMAD3-SMAD4-WWTR1 complex	18568018	WWTR1	357	530	2892	1598	1462	WWTR1	ENSG00000018408
MBD2	8932	MeCP1 complex	10444591	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
MBD2	8932	MeCP1 complex	10444591	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
MBD2	8932	MeCP1 complex	10444591	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
MBD2	8932	MeCP1 complex	10444591	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
MBD2	8932	MeCP1 complex	10444591	CHD4	530	413	606	551	182	CHD4	ENSG00000111642
MBD2	8932	MeCP1 complex	10444591	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
MBD2	8932	MeCP1 complex	10444591	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
MBD2	8932	MeCP1 complex	10444591	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	RAD21	2061	545	1575	2154	294	RAD21	ENSG00000164754
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	SMARCA5	1104	447	883	823	261	SMARCA5	ENSG00000153147
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	CHD3	1161	811	1373	3452	1346	CHD3	ENSG00000170004
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	MTA1	471	241	238	323	139	MTA1	ENSG00000182979
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	SMC1A	2817	592	821	1214	245	SMC1A	ENSG00000072501
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	STAG2	1532	627	1349	952	214	STAG2	ENSG00000101972
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	STAG1	319	196	505	327	201	STAG1	ENSG00000118007
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	BAZ1A	687	440	564	1525	410	BAZ1A	ENSG00000198604
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
MBD2	8932	SNF2h-cohesin-NuRD complex	12198550	SMC3	2495	681	1232	1625	314	SMC3	ENSG00000108055
MBD2	8932	HDAC1-associated protein complex	11102443	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
MBD2	8932	HDAC1-associated protein complex	11102443	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
MBD2	8932	HDAC1-associated protein complex	11102443	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
MBD2	8932	HDAC1-associated protein complex	11102443	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
MBD2	8932	HDAC1-associated protein complex	11102443	CHD3	1161	811	1373	3452	1346	CHD3	ENSG00000170004
MBD2	8932	HDAC1-associated protein complex	11102443	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
MBD2	8932	HDAC1-associated protein complex	11102443	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
MBD2	8932	HDAC1-associated protein complex	11102443	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
MBD2	8932	HDAC1-associated protein complex	11102443	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
MBD2	8932	HDAC1-associated core complex cII	11102443	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
MBD2	8932	HDAC1-associated core complex cII	11102443	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
MBD2	8932	HDAC1-associated core complex cII	11102443	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
MBD2	8932	HDAC1-associated core complex cII	11102443	CHD3	1161	811	1373	3452	1346	CHD3	ENSG00000170004
MBD2	8932	HDAC1-associated core complex cII	11102443	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
MBD2	8932	HDAC1-associated core complex cII	11102443	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
MBD2	8932	HDAC1-associated core complex cII	11102443	GATAD2A	2083	306	815	1096	245	GATAD2A	ENSG00000167491
MBD2	8932	HDAC1-associated core complex cII	11102443	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
MBD2	8932	HDAC1-associated core complex cII	11102443	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
MBD2	8932	MeCP1 complex	11297506	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
MBD2	8932	MeCP1 complex	11297506	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
MBD2	8932	MeCP1 complex	11297506	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
MBD2	8932	MeCP1 complex	11297506	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
MBD2	8932	MeCP1 complex	11297506	CHD4	530	413	606	551	182	CHD4	ENSG00000111642
MBD2	8932	MeCP1 complex	11297506	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
MBD2	8932	MeCP1 complex	11297506	GATAD2B	79	111	65	124	44	GATAD2B	ENSG00000143614
MBD2	8932	MeCP1 complex	11297506	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
MBD2	8932	MeCP1 complex	11297506	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	ACTL6A	210	120	174	377	50	ACTL6A	ENSG00000136518
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	HNRNPC	4243	1726	3995	4214	668	HNRNPC	ENSG00000092199
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	SMARCA4	1707	1914	3416	3403	1090	SMARCA4	ENSG00000127616
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	ACTB	48580	16909	32452	54567	4491	ACTB	ENSG00000075624
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	CHD4	530	413	606	551	182	CHD4	ENSG00000111642
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	GATAD2B	79	111	65	124	44	GATAD2B	ENSG00000143614
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	DPF2	657	158	177	235	86	DPF2	ENSG00000133884
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	SMARCD2	1883	220	428	1282	162	SMARCD2	ENSG00000108604
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	SMARCE1	114	284	296	376	140	SMARCE1	ENSG00000073584
MBD2	8932	LARC complex (LCR-associated remodeling complex)	16217013	MBD2	285	415	858	698	131	MBD2	ENSG00000134046
KLF16	83855	No complex	No complex	KLF16	216	22	163	363	13	KLF16	ENSG00000129911
NFIC	4782	No complex	No complex	NFIC	335	451	1779	1350	549	NFIC	ENSG00000141905
ZBTB7A	51341	No complex	No complex	ZBTB7A	230	473	1206	1750	320	ZBTB7A	ENSG00000178951
GTF2F1	2962	TFIIF complex (transcription factor IIF)	9836642	GTF2F2	494	179	519	371	74	GTF2F2	ENSG00000188342
GTF2F1	2962	TFIIF complex (transcription factor IIF)	9836642	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	FCP1-associated protein complex	12560496	PRMT5	137	30	37	91	28	PRMT5	ENSG00000100462
GTF2F1	2962	FCP1-associated protein complex	12560496	POLR2B	470	342	493	534	166	POLR2B	ENSG00000047315
GTF2F1	2962	FCP1-associated protein complex	12560496	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	FCP1-associated protein complex	12560496	ERH	1294	195	1320	1423	116	ERH	ENSG00000100632
GTF2F1	2962	FCP1-associated protein complex	12560496	STK38	338	675	1442	1027	252	STK38	ENSG00000112079
GTF2F1	2962	FCP1-associated protein complex	12560496	WDR77	258	123	70	119	28	WDR77	ENSG00000116455
GTF2F1	2962	FCP1-associated protein complex	12560496	CTDP1	271	86	137	139	27	CTDP1	ENSG00000060069
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2D	267	278	482	606	82	POLR2D	ENSG00000144231
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	GTF2F2	494	179	519	371	74	GTF2F2	ENSG00000188342
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2C	372	150	380	414	41	POLR2C	ENSG00000102978
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2E	889	177	525	1024	143	POLR2E	ENSG00000099817
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2A	1323	1442	725	904	395	POLR2A	ENSG00000181222
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2B	470	342	493	534	166	POLR2B	ENSG00000047315
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2I	118	54	162	112	13	POLR2I	ENSG00000105258
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2H	595	644	569	1271	242	POLR2H	ENSG00000163882
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2J	518	56	374	706	119	POLR2J	ENSG00000005075
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2K	414	99	482	683	41	POLR2K	ENSG00000147669
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2F	529	58	680	519	60	POLR2F	ENSG00000100142
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2G	375	116	161	327	47	POLR2G	ENSG00000168002
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	POLR2L	775	101	663	517	74	POLR2L	ENSG00000177700
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	GTF2B	127	68	91	144	22	GTF2B	ENSG00000137947
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	RPAP1	561	198	131	369	98	RPAP1	ENSG00000103932
GTF2F1	2962	RNA polymerase II (RNAPII)	15282305	CTDP1	271	86	137	139	27	CTDP1	ENSG00000060069
GTF2F1	2962	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	9710619	CCNC	709	500	472	437	119	CCNC	ENSG00000112237
GTF2F1	2962	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	9710619	POLR2A	1323	1442	725	904	395	POLR2A	ENSG00000181222
GTF2F1	2962	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	9710619	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	9710619	CDK8	213	48	61	107	41	CDK8	ENSG00000132964
GTF2F1	2962	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	9710619	SMARCA2	76	185	9558	312	305	SMARCA2	ENSG00000080503
GTF2F1	2962	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	9710619	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
GTF2F1	2962	RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying	9710619	MED21	262	125	156	145	48	MED21	ENSG00000152944
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	TBP	102	156	134	144	53	TBP	ENSG00000112592
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	CCNC	709	500	472	437	119	CCNC	ENSG00000112237
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	POLR2A	1323	1442	725	904	395	POLR2A	ENSG00000181222
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	GTF2E1	394	134	349	497	82	GTF2E1	ENSG00000153767
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	GTF2H1	272	221	170	186	90	GTF2H1	ENSG00000110768
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	CDK8	213	48	61	107	41	CDK8	ENSG00000132964
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCA2	76	185	9558	312	305	SMARCA2	ENSG00000080503
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	GTF2B	127	68	91	144	22	GTF2B	ENSG00000137947
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	MED21	262	125	156	145	48	MED21	ENSG00000152944
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	DRAP1	509	151	311	517	43	DRAP1	ENSG00000175550
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	PCSK4	55	27	18	108	28	PCSK4	ENSG00000115257
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCD1	1190	271	173	392	117	SMARCD1	ENSG00000066117
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	ERCC3	315	329	232	466	162	ERCC3	ENSG00000163161
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	CCNC	709	500	472	437	119	CCNC	ENSG00000112237
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	POLR2A	1323	1442	725	904	395	POLR2A	ENSG00000181222
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	GTF2F1	654	292	727	1027	158	GTF2F1	ENSG00000125651
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	CDK8	213	48	61	107	41	CDK8	ENSG00000132964
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCA2	76	185	9558	312	305	SMARCA2	ENSG00000080503
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCA4	1707	1914	3416	3403	1090	SMARCA4	ENSG00000127616
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	GTF2B	127	68	91	144	22	GTF2B	ENSG00000137947
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	MED21	262	125	156	145	48	MED21	ENSG00000152944
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	GTF2H3	281	138	313	322	137	GTF2H3	ENSG00000111358
GTF2F1	2962	RNA polymerase II complex, chromatin structure modifying	9710619	CREBBP	1105	1083	633	1133	400	CREBBP	ENSG00000005339
